order_id;Date_and_time_of_unloading;Product_code;Amount;Sale_amount;Discount_amount;Profit;Percentage_markup;Discount_percentage
2279;03.02.2020 16:00:00;1446;2,25;1374,7;245,3;643,45;87,99;15,14
2280;03.02.2020 16:00:00;1450;1;681,18;78,82;231,18;51,37;10,37
2281;03.02.2020 16:00:00;1468;1;175;45;13;8,02;20,45
2282;03.02.2020 16:00:00;1474;3,25;2632,84;227,16;1175,76;80,69;7,94
2283;03.02.2020 16:00:00;1505;0,25;300;;139,75;87,21;
2284;03.02.2020 16:00:00;1534;1;358,54;41,46;148,54;70,73;10,37
2285;03.02.2020 16:00:00;1561;1,25;596,44;103,56;304,81;104,52;14,79
2286;03.02.2020 16:00:00;1562;1;315;35;115;57,5;10
2287;03.02.2020 16:00:00;1563;0,5;280;;180;180;
2288;03.02.2020 16:00:00;1582;1;1080;120;295,7;37,7;10
2289;03.02.2020 16:00:00;1588;1;295;35;130;78,79;10,61
2290;03.02.2020 16:00:00;1595;1;303,06;76,94;97,06;47,12;20,25
2291;03.02.2020 16:00:00;1596;1;261,72;68,28;82,72;46,21;20,69
2292;03.02.2020 16:00:00;1641;2;1382;58;782;130,33;4,03
2293;03.02.2020 16:00:00;1651;1;380;;184;93,88;
2294;03.02.2020 16:00:00;1672;1;492,82;57,18;216,32;78,24;10,4
2295;03.02.2020 16:00:00;1679;5,5;4187,2;212,8;2416,03;136,41;4,84
2296;03.02.2020 16:00:00;1681;2,25;2060,41;99,59;1086,9;111,65;4,61
2297;03.02.2020 16:00:00;1689;1;240;60;65;37,14;20
2298;03.02.2020 16:00:00;1691;2;595;105;241;68,08;15
2299;03.02.2020 16:00:00;1695;4,25;1963,15;246,85;900,65;84,77;11,17
2300;03.02.2020 16:00:00;1697;4;1675,5;84,5;1035,5;161,8;4,8
2301;03.02.2020 16:00:00;1715;1;250;30;118;89,39;10,71
2302;03.02.2020 16:00:00;1724;3,5;2040;60;1077,5;111,95;2,86
2303;03.02.2020 16:00:00;1726;1;350;;157;81,35;
2304;03.02.2020 16:00:00;1728;3;794;96;314;65,42;10,79
2305;03.02.2020 16:00:00;1733;3,75;1950,8;149,2;1228,93;170,24;7,1
2306;03.02.2020 16:00:00;1768;5,75;3059,13;390,87;1483,63;94,17;11,33
2307;03.02.2020 16:00:00;1772;3,75;3097,08;202,92;1367,4;79,06;6,15
2308;03.02.2020 16:00:00;1776;1;263,04;66,96;109,04;70,81;20,29
2309;03.02.2020 16:00:00;1782;0,75;580;20;276,66;91,2;3,33
2310;03.02.2020 16:00:00;1800;2;2130;270;694;48,33;11,25
2311;03.02.2020 16:00:00;1808;4;919,47;200,53;371,47;67,79;17,9
2312;03.02.2020 16:00:00;1809;3;900;;456;102,7;
2313;03.02.2020 16:00:00;1819;2,25;1015;65;602,51;146,07;6,02
2314;03.02.2020 16:00:00;1826;2;503,24;56,76;223,24;79,73;10,14
2315;03.02.2020 16:00:00;1829;1;265,48;114,52;29,48;12,49;30,14
2316;03.02.2020 16:00:00;1830;1;310,46;79,54;67,46;27,76;20,39
2317;03.02.2020 16:00:00;1831;1;360;90;96;36,36;20
2318;03.02.2020 16:00:00;1832;1;520;130;133;34,37;20
2319;03.02.2020 16:00:00;1835;1;315;35;124;64,92;10
2320;03.02.2020 16:00:00;1836;1;315;35;124;64,92;10
2321;03.02.2020 16:00:00;1837;1;278,99;71,01;87,99;46,07;20,29
2322;03.02.2020 16:00:00;1844;0,75;621,64;98,36;231,64;59,39;13,66
2323;03.02.2020 16:00:00;1847;2;604,35;155,65;180,35;42,54;20,48
2324;03.02.2020 16:00:00;1848;1;450;;207;85,19;
2325;03.02.2020 16:00:00;1849;2;684;176;212;44,92;20,47
2326;03.02.2020 16:00:00;1850;1;336;84;108;47,37;20
2327;03.02.2020 16:00:00;1851;2;639,01;160,99;211,01;49,3;20,12
2328;03.02.2020 16:00:00;1854;1;294,54;75,46;94,54;47,27;20,39
2329;03.02.2020 16:00:00;1856;2;749,64;190,36;249,64;49,93;20,25
2330;03.02.2020 16:00:00;1858;1;296;74;108;57,45;20
2331;04.02.2020 16:00:00;126;1;315;35;136;75,98;10
2332;04.02.2020 16:00:00;131;1;284,42;15,58;138,42;94,81;5,19
2333;04.02.2020 16:00:00;132;2;665;35;307;85,75;5
2334;04.02.2020 16:00:00;135;1;330;;166;101,22;
2335;04.02.2020 16:00:00;137;1;420;;189;81,82;
2336;04.02.2020 16:00:00;138;4;1240,57;159,43;568,57;84,61;11,39
2337;04.02.2020 16:00:00;139;3;839,22;60,78;443,22;111,92;6,75
2338;04.02.2020 16:00:00;236;3;979,06;70,94;421,96;75,74;6,76
2339;04.02.2020 16:00:00;245;1;420;180;48;12,9;30
2340;04.02.2020 16:00:00;256;1;296,03;33,97;124,03;72,11;10,29
2341;04.02.2020 16:00:00;257;2;660;;354;115,69;
2342;04.02.2020 16:00:00;270;7;2577,81;222,19;960,81;59,42;7,94
2343;04.02.2020 16:00:00;282;1;300;;129;75,44;
2344;04.02.2020 16:00:00;296;4;575;145;199,76;53,24;20,14
2345;04.02.2020 16:00:00;298;8;1322,53;117,47;605,09;84,34;8,16
2346;04.02.2020 16:00:00;299;2;323,53;36,47;144,17;80,38;10,13
2347;04.02.2020 16:00:00;358;1;300;;207,04;222,72;
2348;04.02.2020 16:00:00;364;2;595;105;325;120,37;15
2349;04.02.2020 16:00:00;377;4;642,88;77,12;267,64;71,33;10,71
2350;04.02.2020 16:00:00;380;3;837,56;62,44;387,56;86,12;6,94
2351;04.02.2020 16:00:00;457;1;330;;151;84,36;
2352;04.02.2020 16:00:00;476;1;300;;147,78;97,08;
2353;04.02.2020 16:00:00;519;3;559,26;40,74;559,26;;6,79
2354;04.02.2020 16:00:00;566;6;1178,06;141,94;501,92;74,23;10,75
2355;04.02.2020 16:00:00;572;1;518,18;131,82;120,18;30,2;20,28
2356;04.02.2020 16:00:00;637;8;4467,7;332,3;2307,7;106,84;6,92
2357;04.02.2020 16:00:00;643;4;975;25;387;65,82;2,5
2358;04.02.2020 16:00:00;653;1;300;;152;102,7;
2359;04.02.2020 16:00:00;688;2;511,58;28,42;266,14;108,43;5,26
2360;04.02.2020 16:00:00;696;1,5;518,68;81,32;188,68;57,18;13,55
2361;04.02.2020 16:00:00;706;1;160;;73,27;84,48;
2362;04.02.2020 16:00:00;717;1;250;;250;;
2363;04.02.2020 16:00:00;770;2,25;1185,26;74,74;639,64;117,23;5,93
2364;04.02.2020 16:00:00;810;1,75;935,08;44,92;550,08;142,88;4,58
2365;04.02.2020 16:00:00;854;7,45;3717,39;752,61;1519,64;69,15;16,84
2366;04.02.2020 16:00:00;895;3;930;;447;92,55;
2367;04.02.2020 16:00:00;898;2;700;;700;;
2368;04.02.2020 16:00:00;899;3;1013,89;36,11;1013,89;;3,44
2369;04.02.2020 16:00:00;948;1;335,74;144,26;58,74;21,21;30,05
2370;04.02.2020 16:00:00;969;3,25;2990;;1852,5;162,86;
2371;04.02.2020 16:00:00;1030;4;780;20;388;98,98;2,5
2372;04.02.2020 16:00:00;1032;11;2080;120;870;71,9;5,45
2373;04.02.2020 16:00:00;1054;1;584,48;15,52;214,48;57,97;2,59
2374;04.02.2020 16:00:00;1057;1;263,15;66,85;107,15;68,69;20,26
2375;04.02.2020 16:00:00;1080;1;526,33;133,67;141,33;36,71;20,25
2376;04.02.2020 16:00:00;1131;1;400;;174;76,99;
2377;04.02.2020 16:00:00;1181;1;330;;153;86,44;
2378;04.02.2020 16:00:00;1203;2,25;1088,82;81,18;621,63;133,06;6,94
2379;04.02.2020 16:00:00;1204;2;495;45;225;83,33;8,33
2380;04.02.2020 16:00:00;1256;3,75;2411,82;288,18;1099,32;83,76;10,67
2381;04.02.2020 16:00:00;1276;1;400;;196;96,08;
2382;04.02.2020 16:00:00;1317;2;360;40;165;84,62;10
2383;04.02.2020 16:00:00;1367;3;943,97;106,03;328,97;53,49;10,1
2384;04.02.2020 16:00:00;1433;1;268,18;31,82;111,51;71,18;10,61
2385;04.02.2020 16:00:00;1445;2,75;1881,25;98,75;1152,5;158,15;4,99
2386;04.02.2020 16:00:00;1446;8;5250;510;2650;101,92;8,85
2387;04.02.2020 16:00:00;1450;1,75;1270,95;59,05;483,45;61,39;4,44
2388;04.02.2020 16:00:00;1474;3,75;3090,56;209,44;1409,32;83,83;6,35
2389;04.02.2020 16:00:00;1517;3;1620;180;735;83,05;10
2390;04.02.2020 16:00:00;1561;1,5;840;;490,05;140,03;
2391;04.02.2020 16:00:00;1563;1,5;780;60;480;160;7,14
2392;04.02.2020 16:00:00;1566;2;657,77;222,23;165,77;33,69;25,25
2393;04.02.2020 16:00:00;1569;1;360;40;154,3;75,01;10
2394;04.02.2020 16:00:00;1590;3;933,63;146,37;345,63;58,78;13,55
2395;04.02.2020 16:00:00;1641;3,5;2380,71;139,29;1330,71;126,73;5,53
2396;04.02.2020 16:00:00;1679;2,5;1859,46;140,54;1054,39;130,97;7,03
2397;04.02.2020 16:00:00;1681;3;2682,05;197,95;1384,04;106,63;6,87
2398;04.02.2020 16:00:00;1689;2;419,68;180,32;69,68;19,91;30,05
2399;04.02.2020 16:00:00;1695;7,75;3659,46;370,54;1721,96;88,88;9,19
2400;04.02.2020 16:00:00;1697;1;400;40;240;150;9,09
2401;04.02.2020 16:00:00;1724;1,75;1033,78;16,22;552,53;114,81;1,54
2402;04.02.2020 16:00:00;1733;5;2513,97;286,03;1551,47;161,19;10,22
2403;04.02.2020 16:00:00;1763;1;597,22;152,78;120,89;25,38;20,37
2404;04.02.2020 16:00:00;1768;4,25;2336,56;213,44;1172,06;100,65;8,37
2405;04.02.2020 16:00:00;1770;1;270;30;96;55,17;10
2406;04.02.2020 16:00:00;1782;0,75;560;40;256,66;84,61;6,67
2407;04.02.2020 16:00:00;1788;1;350;;173;97,74;
2408;04.02.2020 16:00:00;1800;2,5;2789,23;210,77;994,23;55,39;7,03
2409;04.02.2020 16:00:00;1819;1;450;30;266,66;145,45;6,25
2410;04.02.2020 16:00:00;1826;1;265;15;125;89,29;5,36
2411;04.02.2020 16:00:00;1830;1;350;40;107;44,03;10,26
2412;04.02.2020 16:00:00;1831;2;855;45;327;61,93;5
2413;04.02.2020 16:00:00;1832;2;1039,34;260,66;265,34;34,28;20,05
2414;04.02.2020 16:00:00;1833;1;449,49;50,51;208,49;86,51;10,1
2415;04.02.2020 16:00:00;1839;0,75;600;150;202,5;50,94;20
2416;04.02.2020 16:00:00;1841;2;900;;396;78,57;
2417;04.02.2020 16:00:00;1844;0,25;215;25;85;65,38;10,42
2418;04.02.2020 16:00:00;1847;1;302,94;77,06;90,94;42,9;20,28
2419;04.02.2020 16:00:00;1856;1;445,58;24,42;195,58;78,23;5,2
2420;04.02.2020 16:00:00;1857;1;398,18;21,82;176,18;79,36;5,2
2421;04.02.2020 16:00:00;1858;1;332,01;37,99;144,01;76,6;10,27
2422;05.02.2020 17:00:00;133;1;265,93;114,07;77,93;41,45;30,02
2423;05.02.2020 17:00:00;159;1;314,92;135,08;70,92;29,07;30,02
2424;05.02.2020 17:00:00;257;2;660;;354;115,69;
2425;05.02.2020 17:00:00;280;1;699,81;300,19;83,81;13,61;30,02
2426;05.02.2020 17:00:00;282;1;328,91;141,09;157,91;92,35;30,02
2427;05.02.2020 17:00:00;296;1;180;;86,19;91,88;
2428;05.02.2020 17:00:00;298;3;540;;270,96;100,71;
2429;05.02.2020 17:00:00;328;1,25;460;40;166,25;56,6;8
2430;05.02.2020 17:00:00;381;1;300;;197;191,26;
2431;05.02.2020 17:00:00;472;1;209,94;90,06;64,8;44,65;30,02
2432;05.02.2020 17:00:00;476;1;209,94;90,06;57,72;37,92;30,02
2433;05.02.2020 17:00:00;530;1;230;;122;112,96;
2434;05.02.2020 17:00:00;566;2;440;;214,62;95,23;
2435;05.02.2020 17:00:00;637;1,25;750;;412,5;122,22;
2436;05.02.2020 17:00:00;654;1,75;1339,41;60,59;721,66;116,82;4,33
2437;05.02.2020 17:00:00;696;0,5;180;20;70;63,64;10
2438;05.02.2020 17:00:00;706;3;480;;219,81;84,48;
2439;05.02.2020 17:00:00;717;3;674,95;75,05;674,95;;10,01
2440;05.02.2020 17:00:00;722;1;360;40;119;49,38;10
2441;05.02.2020 17:00:00;854;1;585;15;290;98,31;2,5
2442;05.02.2020 17:00:00;898;1;244,93;105,07;244,93;;30,02
2443;05.02.2020 17:00:00;902;1;664,86;285,14;130,86;24,51;30,01
2444;05.02.2020 17:00:00;969;2;1671,75;168,25;971,75;138,82;9,14
2445;05.02.2020 17:00:00;1030;3;539,96;60,04;245,96;83,66;10,01
2446;05.02.2020 17:00:00;1032;5;899,96;100,04;349,96;63,63;10
2447;05.02.2020 17:00:00;1054;0,25;150;;57,5;62,16;
2448;05.02.2020 17:00:00;1057;1;260;70;104;66,67;21,21
2449;05.02.2020 17:00:00;1217;1;144;36;54;60;20
2450;05.02.2020 17:00:00;1256;1,25;791,93;108,07;354,43;81,01;12,01
2451;05.02.2020 17:00:00;1276;2;559,84;240,16;151,84;37,22;30,02
2452;05.02.2020 17:00:00;1317;1;160;40;62,5;64,1;20
2453;05.02.2020 17:00:00;1330;1;244,93;105,07;59,93;32,39;30,02
2454;05.02.2020 17:00:00;1390;1;310;170;31;11,11;35,42
2455;05.02.2020 17:00:00;1433;1;209,94;90,06;53,27;34;30,02
2456;05.02.2020 17:00:00;1445;0,5;320;40;187,5;141,51;11,11
2457;05.02.2020 17:00:00;1446;1;700,31;19,69;375,31;115,48;2,73
2458;05.02.2020 17:00:00;1474;0,25;176;44;63,92;57,03;20
2459;05.02.2020 17:00:00;1486;1;489,87;210,13;89,87;22,47;30,02
2460;05.02.2020 17:00:00;1536;1;335;85;110;48,89;20,24
2461;05.02.2020 17:00:00;1561;2,5;1135;185;551,75;94,6;14,02
2462;05.02.2020 17:00:00;1563;0,75;375,28;44,72;225,28;150,19;10,65
2463;05.02.2020 17:00:00;1588;1;260;70;95;57,58;21,21
2464;05.02.2020 17:00:00;1590;1;320;40;124;63,27;11,11
2465;05.02.2020 17:00:00;1619;2;3499,06;1500,94;615,06;21,33;30,02
2466;05.02.2020 17:00:00;1681;1,25;1200;;659,16;121,88;
2467;05.02.2020 17:00:00;1695;1,25;526,95;123,05;214,45;68,62;18,93
2468;05.02.2020 17:00:00;1697;0,25;110;;70;175;
2469;05.02.2020 17:00:00;1724;0,25;134,21;15,79;65,46;95,21;10,53
2470;05.02.2020 17:00:00;1733;0,5;250;30;153,75;159,74;10,71
2471;05.02.2020 17:00:00;1768;1,25;690;60;347,5;101,46;8
2472;05.02.2020 17:00:00;1791;1;594,84;255,16;144,84;32,19;30,02
2473;05.02.2020 17:00:00;1794;1;450;;200;80;
2474;05.02.2020 17:00:00;1796;1;314,92;135,08;61,92;24,47;30,02
2475;05.02.2020 17:00:00;1818;1;181,95;78,05;71,95;65,41;30,02
2476;05.02.2020 17:00:00;1819;5;1990;50;1073,35;117,09;2,45
2477;05.02.2020 17:00:00;1822;1;250;30;100;66,67;10,71
2478;05.02.2020 17:00:00;1832;1;454,88;195,12;67,88;17,54;30,02
2479;05.02.2020 17:00:00;1833;1;500;;259;107,47;
2480;05.02.2020 17:00:00;1839;0,75;650;100;252,5;63,52;13,33
2481;05.02.2020 17:00:00;1844;0,25;167,95;72,05;37,95;29,19;30,02
2482;05.02.2020 17:00:00;1846;1;279,92;120,08;56,92;25,52;30,02
2483;05.02.2020 17:00:00;1847;1;265,93;114,07;53,93;25,44;30,02
2484;05.02.2020 17:00:00;1849;2;555,92;304,08;83,92;17,78;35,36
2485;05.02.2020 17:00:00;1851;1;279,92;120,08;65,92;30,8;30,02
2486;05.02.2020 17:00:00;1852;3;1247,8;312,2;413,8;49,62;20,01
2487;05.02.2020 17:00:00;1853;1;363,9;156,1;86,9;31,37;30,02
2488;05.02.2020 17:00:00;1854;2;517,86;222,14;117,86;29,47;30,02
2489;05.02.2020 17:00:00;1855;1;454,88;195,12;57,88;14,58;30,02
2490;05.02.2020 17:00:00;1856;2;657,82;282,18;157,82;31,56;30,02
2491;05.02.2020 17:00:00;1857;2;713,92;126,08;269,92;60,79;15,01
2492;06.02.2020 17:00:00;155;1;351,8;88,2;108,8;44,77;20,05
2493;06.02.2020 17:00:00;271;1;325;175;54;19,93;35
2494;06.02.2020 17:00:00;296;3;540;;258,57;91,88;
2495;06.02.2020 17:00:00;298;1;126;54;36,32;40,5;30
2496;06.02.2020 17:00:00;381;1;300;;197;191,26;
2497;06.02.2020 17:00:00;472;1;270;30;124,86;86,03;10
2498;06.02.2020 17:00:00;519;2;400;;400;;
2499;06.02.2020 17:00:00;637;0,25;133,54;16,46;66,04;97,84;10,97
2500;06.02.2020 17:00:00;645;1;205;55;65;46,43;21,15
2501;06.02.2020 17:00:00;654;1,75;1319,18;80,82;701,43;113,55;5,77
2502;06.02.2020 17:00:00;717;1;223,36;26,64;223,36;;10,66
2503;06.02.2020 17:00:00;816;4;1400;;732;109,58;
2504;06.02.2020 17:00:00;895;1;210;90;49;30,43;30
2505;06.02.2020 17:00:00;899;2;629,71;70,29;629,71;;10,04
2506;06.02.2020 17:00:00;948;1;360;120;83;29,96;25
2507;06.02.2020 17:00:00;969;2,25;2070;;1282,5;162,86;
2508;06.02.2020 17:00:00;1030;2;400;;204;104,08;
2509;06.02.2020 17:00:00;1032;1;160;40;50;45,45;20
2510;06.02.2020 17:00:00;1057;2;660;;348;111,54;
2511;06.02.2020 17:00:00;1192;1;519,69;130,31;109,69;26,75;20,05
2512;06.02.2020 17:00:00;1193;1;519,69;130,31;109,69;26,75;20,05
2513;06.02.2020 17:00:00;1203;1;507;13;299,36;144,17;2,5
2514;06.02.2020 17:00:00;1204;1;189;81;54;40;30
2515;06.02.2020 17:00:00;1272;1;340;60;130;61,9;15
2516;06.02.2020 17:00:00;1318;2;309,41;90,59;114,41;58,67;22,65
2517;06.02.2020 17:00:00;1445;2,5;1704;96;1041,5;157,21;5,33
2518;06.02.2020 17:00:00;1446;3;2025,64;134,36;1050,64;107,76;6,22
2519;06.02.2020 17:00:00;1472;1;210;90;60;40;30
2520;06.02.2020 17:00:00;1474;0,25;198;22;85,92;76,66;10
2521;06.02.2020 17:00:00;1561;0,75;420;;245,03;140,04;
2522;06.02.2020 17:00:00;1563;0,25;125;15;75;150;10,71
2523;06.02.2020 17:00:00;1672;1;495;55;218,5;79,02;10
2524;06.02.2020 17:00:00;1695;1,5;646,46;133,54;271,46;72,39;17,12
2525;06.02.2020 17:00:00;1697;0,75;295,93;34,07;175,93;146,61;10,32
2526;06.02.2020 17:00:00;1724;0,5;267,07;32,93;129,57;94,23;10,98
2527;06.02.2020 17:00:00;1733;1,75;907,59;72,41;570,71;169,41;7,39
2528;06.02.2020 17:00:00;1781;1,5;1231,11;88,89;539,22;77,93;6,73
2529;06.02.2020 17:00:00;1839;0,75;650;100;252,5;63,52;13,33
2530;06.02.2020 17:00:00;1844;1,5;1367;73;587;75,26;5,07
2531;06.02.2020 17:00:00;1847;1;303,82;76,18;91,82;43,31;20,05
2532;06.02.2020 17:00:00;1851;1;320;80;106;49,53;20
2533;07.02.2020 16:00:00;155;1;352;88;109;44,86;20
2534;07.02.2020 16:00:00;238;2;590;70;240;68,57;10,61
2535;07.02.2020 16:00:00;293;1;7,39;842,61;-405,61;-98,21;99,13
2536;07.02.2020 16:00:00;296;1;180;;86,19;91,88;
2537;07.02.2020 16:00:00;298;4;680;40;321,28;89,56;5,56
2538;07.02.2020 16:00:00;380;1;269,46;30,54;119,46;79,64;10,18
2539;07.02.2020 16:00:00;637;2,25;1260;90;652,5;107,41;6,67
2540;07.02.2020 16:00:00;654;1;720;80;367;103,97;10
2541;07.02.2020 16:00:00;706;3;375;105;114,81;44,13;21,88
2542;07.02.2020 16:00:00;843;1;220;;95;76;
2543;07.02.2020 16:00:00;898;2;559,51;140,49;559,51;;20,07
2544;07.02.2020 16:00:00;899;2;664,21;35,79;664,21;;5,11
2545;07.02.2020 16:00:00;939;1;300;80;100;50;21,05
2546;07.02.2020 16:00:00;969;0,25;183,56;46,44;96,06;109,78;20,19
2547;07.02.2020 16:00:00;1030;3;539,02;60,98;245,02;83,34;10,16
2548;07.02.2020 16:00:00;1032;5;899,64;100,36;349,64;63,57;10,04
2549;07.02.2020 16:00:00;1080;1;528;132;143;37,14;20
2550;07.02.2020 16:00:00;1201;0,5;240;;132;122,22;
2551;07.02.2020 16:00:00;1204;2;430;110;160;59,26;20,37
2552;07.02.2020 16:00:00;1217;2;340;20;160;88,89;5,56
2553;07.02.2020 16:00:00;1256;0,75;465;75;202,5;77,14;13,89
2554;07.02.2020 16:00:00;1259;1;311,01;168,99;26,01;9,13;35,21
2555;07.02.2020 16:00:00;1261;1;356,37;193,63;25,37;7,66;35,21
2556;07.02.2020 16:00:00;1264;1;747,62;752,38;66,72;9,8;50,16
2557;07.02.2020 16:00:00;1272;2,25;830;70;357,5;75,66;7,78
2558;07.02.2020 16:00:00;1370;1;250;;130,82;109,77;
2559;07.02.2020 16:00:00;1433;1;269,64;30,36;112,97;72,11;10,12
2560;07.02.2020 16:00:00;1445;1;595;125;330;124,53;17,36
2561;07.02.2020 16:00:00;1446;5;3156,95;443,05;1531,95;94,27;12,31
2562;07.02.2020 16:00:00;1472;1;2,61;297,39;-147,39;-98,26;99,13
2563;07.02.2020 16:00:00;1474;0,25;220;;107,92;96,29;
2564;07.02.2020 16:00:00;1517;1;600;;305;103,39;
2565;07.02.2020 16:00:00;1561;0,75;360;60;185,02;105,74;14,29
2566;07.02.2020 16:00:00;1590;1;321,7;38,3;125,7;64,13;10,64
2567;07.02.2020 16:00:00;1688;0,75;360;;141;64,38;
2568;07.02.2020 16:00:00;1695;1,25;510,56;139,44;198,06;63,38;21,45
2569;07.02.2020 16:00:00;1697;0,25;98,3;11,7;58,3;145,75;10,64
2570;07.02.2020 16:00:00;1724;0,5;270;30;132,5;96,36;10
2571;07.02.2020 16:00:00;1728;1;263,38;66,62;103,38;64,61;20,19
2572;07.02.2020 16:00:00;1733;0,75;405;15;260,63;180,53;3,57
2573;07.02.2020 16:00:00;1776;1;263,19;66,81;109,19;70,9;20,25
2574;07.02.2020 16:00:00;1781;0,75;571,31;88,69;225,37;65,15;13,44
2575;07.02.2020 16:00:00;1782;0,75;595,31;44,69;291,98;96,26;6,98
2576;07.02.2020 16:00:00;1817;3;622,09;157,91;292,09;88,51;20,24
2577;07.02.2020 16:00:00;1818;3;648,41;131,59;318,41;96,49;16,87
2578;07.02.2020 16:00:00;1826;2;531,67;28,33;251,67;89,88;5,06
2579;07.02.2020 16:00:00;1829;1;303,27;76,73;67,27;28,5;20,19
2580;07.02.2020 16:00:00;1839;0,5;448,98;51,02;183,98;69,43;10,2
2581;07.02.2020 16:00:00;1844;0,25;191,67;48,33;61,67;47,44;20,14
2582;07.02.2020 16:00:00;1849;1;343,17;86,83;107,17;45,41;20,19
2583;07.02.2020 16:00:00;1850;1;335;85;107;46,93;20,24
2584;07.02.2020 16:00:00;1856;1;375;95;125;50;20,21
2585;08.02.2020 16:00:00;101;1;150;;-180;-54,55;
2586;08.02.2020 16:00:00;125;1;210;90;-85;-28,81;30
2587;08.02.2020 16:00:00;128;1;350;;171;95,53;
2588;08.02.2020 16:00:00;257;1;295;35;142;92,81;10,61
2589;08.02.2020 16:00:00;298;7;1200;60;572,24;91,16;4,76
2590;08.02.2020 16:00:00;328;1;400;;165;70,21;
2591;08.02.2020 16:00:00;364;1;279,9;70,1;144,9;107,33;20,03
2592;08.02.2020 16:00:00;380;2;570;30;270;90;5
2593;08.02.2020 16:00:00;381;1;239,91;60,09;136,91;132,92;20,03
2594;08.02.2020 16:00:00;519;1;200;;200;;
2595;08.02.2020 16:00:00;598;1;150;;-25;-14,29;
2596;08.02.2020 16:00:00;637;1;570;30;300;111,11;5
2597;08.02.2020 16:00:00;639;2;680;80;324,5;91,28;10,53
2598;08.02.2020 16:00:00;654;5,5;4000;400;2058,5;106,03;9,09
2599;08.02.2020 16:00:00;706;2;250;70;76,54;44,13;21,88
2600;08.02.2020 16:00:00;717;1;250;;250;;
2601;08.02.2020 16:00:00;770;0,5;250;30;128,75;106,19;10,71
2602;08.02.2020 16:00:00;898;1;279,89;70,11;279,89;;20,03
2603;08.02.2020 16:00:00;899;1;279,89;70,11;279,89;;20,03
2604;08.02.2020 16:00:00;969;1,75;1520;90;907,5;148,16;5,59
2605;08.02.2020 16:00:00;977;1;295,89;74,11;123,19;71,33;20,03
2606;08.02.2020 16:00:00;1032;2;360;40;140;63,64;10
2607;08.02.2020 16:00:00;1052;1;330;;100;43,48;
2608;08.02.2020 16:00:00;1131;1;360;40;134;59,29;10
2609;08.02.2020 16:00:00;1201;2,75;1045;275;451;75,93;20,83
2610;08.02.2020 16:00:00;1217;1;180;;99,17;122,69;
2611;08.02.2020 16:00:00;1256;0,25;160;20;72,5;82,86;11,11
2612;08.02.2020 16:00:00;1272;2,25;849,94;150,06;377,44;79,88;15,01
2613;08.02.2020 16:00:00;1317;2;320;80;125;64,1;20
2614;08.02.2020 16:00:00;1445;1,25;820;80;488,75;147,55;8,89
2615;08.02.2020 16:00:00;1450;1,5;1140;;465;68,89;
2616;08.02.2020 16:00:00;1474;0,5;415;25;190,84;85,14;5,68
2617;08.02.2020 16:00:00;1481;1;227,11;122,89;59,91;35,83;35,11
2618;08.02.2020 16:00:00;1509;2;560;;306,66;121,05;
2619;08.02.2020 16:00:00;1561;0,5;220;60;103,35;88,6;21,43
2620;08.02.2020 16:00:00;1576;1,75;1239,94;160,06;608,59;96,4;11,43
2621;08.02.2020 16:00:00;1654;1;257,74;112,26;74,04;40,3;30,34
2622;08.02.2020 16:00:00;1681;0,5;480;;263,67;121,88;
2623;08.02.2020 16:00:00;1688;1;455;25;163;55,82;5,21
2624;08.02.2020 16:00:00;1692;0,25;111,96;28,04;54,46;94,71;20,03
2625;08.02.2020 16:00:00;1695;3,75;1860;90;922,5;98,4;4,62
2626;08.02.2020 16:00:00;1724;2,5;1334,82;165,18;647,32;94,16;11,01
2627;08.02.2020 16:00:00;1726;2;630;70;244;63,21;10
2628;08.02.2020 16:00:00;1733;3,25;1555;265;929,37;148,55;14,56
2629;08.02.2020 16:00:00;1768;1;570;30;296;108,03;5
2630;08.02.2020 16:00:00;1780;1;350;;173;97,74;
2631;08.02.2020 16:00:00;1781;0,25;175,93;44,07;60,62;52,57;20,03
2632;08.02.2020 16:00:00;1782;2;1460;140;651,1;80,49;8,75
2633;08.02.2020 16:00:00;1818;1;181,21;78,79;71,21;64,74;30,3
2634;08.02.2020 16:00:00;1828;1;246,58;133,42;10,58;4,48;35,11
2635;08.02.2020 16:00:00;1831;1;292;158;28;10,61;35,11
2636;08.02.2020 16:00:00;1832;1;421,78;228,22;34,78;8,99;35,11
2637;08.02.2020 16:00:00;1839;0,75;700;50;302,5;76,1;6,67
2638;08.02.2020 16:00:00;1844;0,25;190;50;60;46,15;20,83
2639;08.02.2020 16:00:00;1850;1;272,53;147,47;44,53;19,53;35,11
2640;08.02.2020 16:00:00;1860;0,75;596,93;123,07;219,91;58,33;17,09
2641;08.02.2020 16:00:00;1864;2;557,42;242,58;146,02;35,49;30,32
2642;08.02.2020 16:00:00;1865;1;278,63;121,37;104,83;60,32;30,34
2643;08.02.2020 16:00:00;1866;1;330;;22;7,14;
2644;08.02.2020 16:00:00;1869;1;360;40;173,95;93,5;10
2645;09.02.2020 17:00:00;128;1;350;;171;95,53;
2646;09.02.2020 17:00:00;257;1;296,25;33,75;143,25;93,63;10,23
2647;09.02.2020 17:00:00;288;1;250;30;72;40,45;10,71
2648;09.02.2020 17:00:00;294;1;355;195;56;18,73;35,45
2649;09.02.2020 17:00:00;296;1;180;;86,19;91,88;
